row,disease,study_name,split,study_id
665,CRC,ThomasAM_2019_c,train,20
666,CRC,ThomasAM_2019_c,train,20
667,CRC,ThomasAM_2019_c,train,20
668,CRC,ThomasAM_2019_c,train,20
669,CRC,ThomasAM_2019_c,val,-1
670,CRC,ThomasAM_2019_c,train,20
671,CRC,ThomasAM_2019_c,train,20
672,CRC,ThomasAM_2019_c,train,20
673,CRC,ThomasAM_2019_c,train,20
674,CRC,ThomasAM_2019_c,train,20
675,adenoma,HanniganGD_2017,test,-1
676,adenoma,HanniganGD_2017,test,-1
677,adenoma,HanniganGD_2017,test,-1
678,adenoma,HanniganGD_2017,test,-1
679,adenoma,HanniganGD_2017,test,-1
680,adenoma,HanniganGD_2017,test,-1
681,adenoma,HanniganGD_2017,test,-1
682,adenoma,HanniganGD_2017,test,-1
683,adenoma,HanniganGD_2017,test,-1
684,adenoma,HanniganGD_2017,test,-1
685,adenoma,HanniganGD_2017,test,-1
686,adenoma,HanniganGD_2017,test,-1
687,adenoma,HanniganGD_2017,test,-1
688,adenoma,HanniganGD_2017,test,-1
689,adenoma,HanniganGD_2017,test,-1
690,adenoma,HanniganGD_2017,test,-1
691,adenoma,HanniganGD_2017,test,-1
692,adenoma,HanniganGD_2017,test,-1
693,adenoma,HanniganGD_2017,test,-1
694,adenoma,HanniganGD_2017,test,-1
695,adenoma,HanniganGD_2017,test,-1
696,adenoma,HanniganGD_2017,test,-1
697,adenoma,HanniganGD_2017,test,-1
698,adenoma,HanniganGD_2017,test,-1
699,adenoma,HanniganGD_2017,test,-1
700,adenoma,HanniganGD_2017,test,-1
701,CRC,HanniganGD_2017,train,7
702,CRC,HanniganGD_2017,train,7
703,CRC,HanniganGD_2017,train,7
704,CRC,HanniganGD_2017,train,7
705,CRC,HanniganGD_2017,train,7
706,CRC,HanniganGD_2017,train,7
707,CRC,HanniganGD_2017,train,7
708,CRC,HanniganGD_2017,train,7
709,CRC,HanniganGD_2017,train,7
710,CRC,HanniganGD_2017,train,7
711,CRC,HanniganGD_2017,train,7
712,CRC,HanniganGD_2017,train,7
713,CRC,HanniganGD_2017,val,-1
714,CRC,HanniganGD_2017,train,7
715,CRC,HanniganGD_2017,train,7
716,CRC,HanniganGD_2017,train,7
717,CRC,HanniganGD_2017,val,-1
718,CRC,HanniganGD_2017,train,7
719,CRC,HanniganGD_2017,train,7
720,CRC,HanniganGD_2017,train,7
721,CRC,HanniganGD_2017,train,7
722,CRC,HanniganGD_2017,train,7
723,CRC,HanniganGD_2017,val,-1
724,CRC,HanniganGD_2017,train,7
725,CRC,HanniganGD_2017,val,-1
726,CRC,HanniganGD_2017,train,7
727,CRC,HanniganGD_2017,train,7
728,cirrhosis,QinN_2014,test,-1
729,cirrhosis,QinN_2014,test,-1
730,cirrhosis,QinN_2014,test,-1
731,cirrhosis,QinN_2014,test,-1
732,cirrhosis,QinN_2014,test,-1
733,cirrhosis,QinN_2014,test,-1
734,cirrhosis,QinN_2014,test,-1
735,acute_diarrhoea,DavidLA_2015,train,1
736,acute_diarrhoea,DavidLA_2015,train,1
737,acute_diarrhoea,DavidLA_2015,train,1
738,acute_diarrhoea,DavidLA_2015,train,1
739,acute_diarrhoea,DavidLA_2015,train,1
740,acute_diarrhoea,DavidLA_2015,train,1
741,acute_diarrhoea,DavidLA_2015,train,1
742,acute_diarrhoea,DavidLA_2015,train,1
743,acute_diarrhoea,DavidLA_2015,val,-1
744,acute_diarrhoea,DavidLA_2015,train,1
745,acute_diarrhoea,DavidLA_2015,train,1
746,acute_diarrhoea,DavidLA_2015,train,1
747,acute_diarrhoea,DavidLA_2015,val,-1
748,acute_diarrhoea,DavidLA_2015,train,1
749,acute_diarrhoea,DavidLA_2015,val,-1
750,acute_diarrhoea,DavidLA_2015,train,1
751,acute_diarrhoea,DavidLA_2015,train,1
752,acute_diarrhoea,DavidLA_2015,train,1
753,acute_diarrhoea,DavidLA_2015,train,1
754,acute_diarrhoea,DavidLA_2015,train,1
755,acute_diarrhoea,DavidLA_2015,train,1
756,cirrhosis,QinN_2014,test,-1
757,cirrhosis,QinN_2014,test,-1
758,T1D,Heitz-BuschartA_2016,test,-1
759,T1D,Heitz-BuschartA_2016,test,-1
760,T1D,Heitz-BuschartA_2016,test,-1
761,T1D,Heitz-BuschartA_2016,test,-1
762,T1D,Heitz-BuschartA_2016,test,-1
763,T1D,Heitz-BuschartA_2016,test,-1
764,T1D,Heitz-BuschartA_2016,test,-1
765,T1D,Heitz-BuschartA_2016,test,-1
766,T1D,Heitz-BuschartA_2016,test,-1
767,T2D,MetaCardis_2020_a,train,14
768,T2D,MetaCardis_2020_a,train,14
769,MS,MetaCardis_2020_a,train,-1
770,T2D,MetaCardis_2020_a,train,14
771,CAD,MetaCardis_2020_a,test,-1
772,T2D,MetaCardis_2020_a,train,14
773,T2D,MetaCardis_2020_a,train,14
774,T2D,MetaCardis_2020_a,train,14
775,T2D,MetaCardis_2020_a,train,14
776,T2D,MetaCardis_2020_a,val,-1
777,MS,MetaCardis_2020_a,train,-1
778,T2D,MetaCardis_2020_a,train,14
779,T2D,MetaCardis_2020_a,train,14
780,T2D,MetaCardis_2020_a,train,14
781,T2D,MetaCardis_2020_a,train,14
782,T2D,MetaCardis_2020_a,train,14
783,T2D,MetaCardis_2020_a,train,14
784,T2D,MetaCardis_2020_a,train,14
785,MS,MetaCardis_2020_a,test,-1
786,T2D,MetaCardis_2020_a,train,14
787,MS,MetaCardis_2020_a,test,-1
788,T2D,MetaCardis_2020_a,train,14
789,T2D,MetaCardis_2020_a,val,-1
790,MS,MetaCardis_2020_a,train,-1
791,T2D,MetaCardis_2020_a,train,14
792,T2D,MetaCardis_2020_a,train,14
793,T2D,MetaCardis_2020_a,train,14
794,MS,MetaCardis_2020_a,val,-1
795,T2D,MetaCardis_2020_a,train,14
796,T2D,MetaCardis_2020_a,val,-1
797,T2D,MetaCardis_2020_a,train,14
798,T2D,MetaCardis_2020_a,val,-1
799,T2D,MetaCardis_2020_a,train,14
800,T2D,MetaCardis_2020_a,train,14
801,T2D,MetaCardis_2020_a,train,14
802,T2D,MetaCardis_2020_a,train,14
803,T2D,MetaCardis_2020_a,val,-1
804,T2D,MetaCardis_2020_a,train,14
805,MS,MetaCardis_2020_a,test,-1
806,T2D,MetaCardis_2020_a,train,14
807,T2D,MetaCardis_2020_a,train,14
808,MS,MetaCardis_2020_a,train,-1
809,MS,MetaCardis_2020_a,val,-1
810,MS,MetaCardis_2020_a,train,-1
811,T2D,MetaCardis_2020_a,train,14
812,MS,MetaCardis_2020_a,val,-1
813,MS,MetaCardis_2020_a,test,-1
814,MS,MetaCardis_2020_a,train,-1
815,MS,MetaCardis_2020_a,train,-1
816,T2D,MetaCardis_2020_a,val,-1
817,T2D,MetaCardis_2020_a,train,14
818,MS,MetaCardis_2020_a,train,-1
819,T2D,MetaCardis_2020_a,val,-1
820,T2D,MetaCardis_2020_a,train,14
821,MS,MetaCardis_2020_a,train,-1
822,MS,MetaCardis_2020_a,train,-1
823,T2D,MetaCardis_2020_a,train,14
824,MS,MetaCardis_2020_a,test,-1
825,T2D,MetaCardis_2020_a,train,14
826,MS,MetaCardis_2020_a,test,-1
827,T2D,MetaCardis_2020_a,train,14
828,T2D,MetaCardis_2020_a,train,14
829,MS,MetaCardis_2020_a,train,-1
830,MS,MetaCardis_2020_a,train,-1
831,T2D,MetaCardis_2020_a,val,-1
832,T2D,MetaCardis_2020_a,val,-1
833,T2D,MetaCardis_2020_a,train,14
834,T2D,MetaCardis_2020_a,val,-1
835,T2D,MetaCardis_2020_a,train,14
836,T2D,MetaCardis_2020_a,train,14
837,T2D,MetaCardis_2020_a,train,14
838,MS,MetaCardis_2020_a,test,-1
839,CAD,MetaCardis_2020_a,val,-1
840,MS,MetaCardis_2020_a,train,-1
841,MS,MetaCardis_2020_a,train,-1
842,MS,MetaCardis_2020_a,test,-1
843,T2D,MetaCardis_2020_a,val,-1
844,MS,MetaCardis_2020_a,train,-1
845,T2D,MetaCardis_2020_a,train,14
846,T2D,MetaCardis_2020_a,train,14
847,T2D,MetaCardis_2020_a,train,14
848,T2D,MetaCardis_2020_a,train,14
849,MS,MetaCardis_2020_a,train,-1
850,T2D,MetaCardis_2020_a,train,14
851,MS,MetaCardis_2020_a,train,-1
852,MS,MetaCardis_2020_a,train,-1
853,MS,MetaCardis_2020_a,test,-1
854,CAD,MetaCardis_2020_a,train,-1
855,T2D,MetaCardis_2020_a,train,14
856,MS,MetaCardis_2020_a,train,-1
857,MS,MetaCardis_2020_a,test,-1
858,T2D,MetaCardis_2020_a,train,14
859,MS,MetaCardis_2020_a,train,-1
860,MS,MetaCardis_2020_a,train,-1
861,T2D,MetaCardis_2020_a,val,-1
862,T2D,MetaCardis_2020_a,train,14
863,T2D,MetaCardis_2020_a,train,14
864,T2D,MetaCardis_2020_a,train,14
865,T2D,MetaCardis_2020_a,val,-1
866,MS,MetaCardis_2020_a,test,-1
867,T2D,MetaCardis_2020_a,train,14
868,T2D,MetaCardis_2020_a,train,14
869,MS,MetaCardis_2020_a,train,-1
870,CAD,MetaCardis_2020_a,train,-1
871,T2D,MetaCardis_2020_a,train,14
872,T2D,MetaCardis_2020_a,train,14
873,T2D,MetaCardis_2020_a,train,14
874,MS,MetaCardis_2020_a,train,-1
875,T2D,MetaCardis_2020_a,train,14
876,T2D,MetaCardis_2020_a,train,14
877,T2D,MetaCardis_2020_a,train,14
878,T2D,MetaCardis_2020_a,train,14
879,T2D,MetaCardis_2020_a,train,14
880,T2D,MetaCardis_2020_a,train,14
881,T2D,MetaCardis_2020_a,train,14
882,IGT,MetaCardis_2020_a,train,14
883,IGT,MetaCardis_2020_a,train,14
884,T2D,MetaCardis_2020_a,val,-1
885,MS,MetaCardis_2020_a,train,-1
886,T2D,MetaCardis_2020_a,val,-1
887,MS,MetaCardis_2020_a,train,-1
888,T2D,MetaCardis_2020_a,train,14
889,MS,MetaCardis_2020_a,train,-1
890,T2D,MetaCardis_2020_a,train,14
891,T2D,MetaCardis_2020_a,train,14
892,T2D,MetaCardis_2020_a,train,14
893,MS,MetaCardis_2020_a,train,-1
894,T2D,MetaCardis_2020_a,train,14
895,T2D,MetaCardis_2020_a,train,14
896,MS,MetaCardis_2020_a,train,-1
897,T2D,MetaCardis_2020_a,train,14
898,T2D,MetaCardis_2020_a,train,14
899,T2D,MetaCardis_2020_a,val,-1
900,T2D,MetaCardis_2020_a,train,14
901,CAD,MetaCardis_2020_a,train,-1
902,MS,MetaCardis_2020_a,train,-1
903,T2D,MetaCardis_2020_a,train,14
904,MS,MetaCardis_2020_a,val,-1
905,T2D,MetaCardis_2020_a,train,14
906,T2D,MetaCardis_2020_a,train,14
907,T2D,MetaCardis_2020_a,train,14
908,MS,MetaCardis_2020_a,train,-1
909,T2D,MetaCardis_2020_a,val,-1
910,MS,MetaCardis_2020_a,val,-1
911,MS,MetaCardis_2020_a,train,-1
912,T2D,MetaCardis_2020_a,val,-1
913,T2D,MetaCardis_2020_a,train,14
914,T2D,MetaCardis_2020_a,train,14
915,T2D,MetaCardis_2020_a,train,14
916,MS,MetaCardis_2020_a,val,-1
917,MS,MetaCardis_2020_a,test,-1
918,T2D,MetaCardis_2020_a,train,14
919,MS,MetaCardis_2020_a,train,-1
920,CAD,MetaCardis_2020_a,test,-1
921,T2D,MetaCardis_2020_a,val,-1
922,MS,MetaCardis_2020_a,train,-1
923,MS,MetaCardis_2020_a,train,-1
924,MS,MetaCardis_2020_a,train,-1
925,MS,MetaCardis_2020_a,train,-1
926,T2D,MetaCardis_2020_a,train,14
927,MS,MetaCardis_2020_a,train,-1
928,T2D,MetaCardis_2020_a,train,14
929,MS,MetaCardis_2020_a,train,-1
930,T2D,MetaCardis_2020_a,val,-1
931,T2D,MetaCardis_2020_a,train,14
932,T2D,MetaCardis_2020_a,val,-1
933,T2D,MetaCardis_2020_a,train,14
934,MS,MetaCardis_2020_a,train,-1
935,MS,MetaCardis_2020_a,train,-1
936,T2D,MetaCardis_2020_a,train,14
937,T2D,MetaCardis_2020_a,train,14
938,T2D,MetaCardis_2020_a,train,14
939,T2D,MetaCardis_2020_a,train,14
940,T2D,MetaCardis_2020_a,train,14
941,T2D,MetaCardis_2020_a,val,-1
942,T2D,MetaCardis_2020_a,train,14
943,T2D,MetaCardis_2020_a,train,14
944,T2D,MetaCardis_2020_a,train,14
945,T2D,MetaCardis_2020_a,train,14
946,MS,MetaCardis_2020_a,train,-1
947,T2D,MetaCardis_2020_a,train,14
948,T2D,MetaCardis_2020_a,train,14
949,CAD,MetaCardis_2020_a,train,-1
950,T2D,MetaCardis_2020_a,train,14
951,T2D,MetaCardis_2020_a,train,14
952,MS,MetaCardis_2020_a,train,-1
953,T2D,MetaCardis_2020_a,train,14
954,T2D,MetaCardis_2020_a,train,14
955,T2D,MetaCardis_2020_a,train,14
956,MS,MetaCardis_2020_a,train,-1
957,T2D,MetaCardis_2020_a,train,14
958,T2D,MetaCardis_2020_a,train,14
959,T2D,MetaCardis_2020_a,train,14
960,MS,MetaCardis_2020_a,train,-1
961,T2D,MetaCardis_2020_a,train,14
962,T2D,MetaCardis_2020_a,val,-1
963,T2D,MetaCardis_2020_a,train,14
964,T2D,MetaCardis_2020_a,val,-1
965,T2D,MetaCardis_2020_a,train,14
966,T2D,MetaCardis_2020_a,train,14
967,CAD,MetaCardis_2020_a,train,-1
968,T2D,MetaCardis_2020_a,val,-1
969,T2D,MetaCardis_2020_a,train,14
970,T2D,MetaCardis_2020_a,train,14
971,T2D,MetaCardis_2020_a,train,14
972,T2D,MetaCardis_2020_a,train,14
973,MS,MetaCardis_2020_a,train,-1
974,T2D,MetaCardis_2020_a,train,14
975,T2D,MetaCardis_2020_a,val,-1
976,T2D,MetaCardis_2020_a,train,14
977,MS,MetaCardis_2020_a,train,-1
978,T2D,MetaCardis_2020_a,train,14
979,T2D,MetaCardis_2020_a,train,14
980,T2D,MetaCardis_2020_a,train,14
981,MS,MetaCardis_2020_a,train,-1
982,T2D,MetaCardis_2020_a,train,14
983,T2D,MetaCardis_2020_a,train,14
984,T2D,MetaCardis_2020_a,train,14
985,MS,MetaCardis_2020_a,train,-1
986,MS,MetaCardis_2020_a,train,-1
987,T2D,MetaCardis_2020_a,train,14
988,T2D,MetaCardis_2020_a,train,14
989,T2D,MetaCardis_2020_a,train,14
990,T2D,MetaCardis_2020_a,train,14
991,MS,MetaCardis_2020_a,train,-1
992,T2D,MetaCardis_2020_a,train,14
993,T2D,MetaCardis_2020_a,train,14
994,MS,MetaCardis_2020_a,val,-1
995,T2D,MetaCardis_2020_a,train,14
996,T2D,MetaCardis_2020_a,train,14
997,MS,MetaCardis_2020_a,train,-1
998,MS,MetaCardis_2020_a,train,-1
999,T2D,MetaCardis_2020_a,train,14
1000,MS,MetaCardis_2020_a,train,-1
1001,T2D,MetaCardis_2020_a,val,-1
1002,T2D,MetaCardis_2020_a,train,14
1003,T2D,MetaCardis_2020_a,train,14
1004,T2D,MetaCardis_2020_a,train,14
1005,T2D,MetaCardis_2020_a,train,14
1006,T2D,MetaCardis_2020_a,train,14
1007,T2D,MetaCardis_2020_a,train,14
1008,T2D,MetaCardis_2020_a,train,14
1009,T2D,MetaCardis_2020_a,train,14
1010,T2D,MetaCardis_2020_a,train,14
1011,T2D,MetaCardis_2020_a,train,14
1012,CAD,MetaCardis_2020_a,val,-1
1013,T2D,MetaCardis_2020_a,train,14
1014,T2D,MetaCardis_2020_a,train,14
1015,T2D,MetaCardis_2020_a,val,-1
1016,T2D,MetaCardis_2020_a,train,14
1017,T2D,MetaCardis_2020_a,train,14
1018,MS,MetaCardis_2020_a,val,-1
1019,T2D,MetaCardis_2020_a,train,14
1020,T2D,MetaCardis_2020_a,train,14
1021,T2D,MetaCardis_2020_a,train,14
1022,MS,MetaCardis_2020_a,val,-1
1023,MS,MetaCardis_2020_a,train,-1
1024,T2D,MetaCardis_2020_a,train,14
1025,T2D,MetaCardis_2020_a,train,14
1026,T2D,MetaCardis_2020_a,train,14
1027,T2D,MetaCardis_2020_a,train,14
1028,T2D,MetaCardis_2020_a,train,14
1029,T2D,MetaCardis_2020_a,train,14
1030,T2D,MetaCardis_2020_a,train,14
1031,T2D,MetaCardis_2020_a,val,-1
1032,T2D,MetaCardis_2020_a,train,14
1033,T2D,MetaCardis_2020_a,train,14
1034,T2D,MetaCardis_2020_a,val,-1
1035,T2D,MetaCardis_2020_a,train,14
1036,T2D,MetaCardis_2020_a,train,14
1037,T2D,MetaCardis_2020_a,train,14
1038,T2D,MetaCardis_2020_a,train,14
1039,T2D,MetaCardis_2020_a,train,14
1040,T2D,MetaCardis_2020_a,train,14
1041,T2D,MetaCardis_2020_a,train,14
1042,T2D,MetaCardis_2020_a,train,14
1043,T2D,MetaCardis_2020_a,train,14
1044,T2D,MetaCardis_2020_a,train,14
1045,T2D,MetaCardis_2020_a,train,14
1046,T2D,MetaCardis_2020_a,train,14
1047,T2D,MetaCardis_2020_a,train,14
1048,T2D,MetaCardis_2020_a,val,-1
1049,T2D,MetaCardis_2020_a,train,14
1050,T2D,MetaCardis_2020_a,train,14
1051,T2D,MetaCardis_2020_a,train,14
1052,T2D,MetaCardis_2020_a,train,14
1053,T2D,MetaCardis_2020_a,val,-1
1054,T2D,MetaCardis_2020_a,val,-1
1055,T2D,MetaCardis_2020_a,train,14
1056,T2D,MetaCardis_2020_a,train,14
1057,T2D,MetaCardis_2020_a,val,-1
1058,T2D,MetaCardis_2020_a,train,14
1059,T2D,MetaCardis_2020_a,val,-1
1060,T2D,MetaCardis_2020_a,val,-1
1061,T2D,MetaCardis_2020_a,train,14
1062,T2D,MetaCardis_2020_a,train,14
1063,T2D,MetaCardis_2020_a,val,-1
1064,T2D,MetaCardis_2020_a,train,14
1065,T2D,MetaCardis_2020_a,train,14
1066,T2D,MetaCardis_2020_a,train,14
1067,T2D,MetaCardis_2020_a,train,14
1068,T2D,MetaCardis_2020_a,train,14
1069,T2D,MetaCardis_2020_a,val,-1
1070,T2D,MetaCardis_2020_a,train,14
1071,T2D,MetaCardis_2020_a,train,14
1072,T2D,MetaCardis_2020_a,train,14
1073,T2D,MetaCardis_2020_a,train,14
1074,T2D,MetaCardis_2020_a,train,14
1075,T2D,MetaCardis_2020_a,train,14
1076,T2D,MetaCardis_2020_a,train,14
1077,CAD,MetaCardis_2020_a,train,-1
1078,T2D,MetaCardis_2020_a,train,14
1079,T2D,MetaCardis_2020_a,train,14
1080,T2D,MetaCardis_2020_a,train,14
1081,T2D,MetaCardis_2020_a,train,14
1082,T2D,MetaCardis_2020_a,train,14
1083,T2D,MetaCardis_2020_a,train,14
1084,T2D,MetaCardis_2020_a,train,14
1085,T2D,MetaCardis_2020_a,train,14
1086,T2D,MetaCardis_2020_a,train,14
1087,T2D,MetaCardis_2020_a,train,14
1088,T2D,MetaCardis_2020_a,train,14
1089,T2D,MetaCardis_2020_a,train,14
1090,T2D,MetaCardis_2020_a,train,14
1091,T2D,MetaCardis_2020_a,train,14
1092,T2D,MetaCardis_2020_a,val,-1
1093,T2D,MetaCardis_2020_a,val,-1
1094,T2D,MetaCardis_2020_a,train,14
1095,T2D,MetaCardis_2020_a,train,14
1096,T2D,MetaCardis_2020_a,train,14
1097,T2D,MetaCardis_2020_a,train,14
1098,T2D,MetaCardis_2020_a,train,14
1099,T2D,MetaCardis_2020_a,train,14
1100,T2D,MetaCardis_2020_a,train,14
1101,T2D,MetaCardis_2020_a,val,-1
1102,T2D,MetaCardis_2020_a,train,14
1103,T2D,MetaCardis_2020_a,train,14
1104,T2D,MetaCardis_2020_a,train,14
1105,T2D,MetaCardis_2020_a,train,14
1106,CAD,MetaCardis_2020_a,train,-1
1107,CAD,MetaCardis_2020_a,test,-1
1108,CAD,MetaCardis_2020_a,train,-1
1109,CAD,MetaCardis_2020_a,test,-1
1110,CAD,MetaCardis_2020_a,val,-1
1111,CAD,MetaCardis_2020_a,train,-1
1112,CAD,MetaCardis_2020_a,test,-1
1113,CAD,MetaCardis_2020_a,train,-1
1114,CAD,MetaCardis_2020_a,train,-1
1115,CAD,MetaCardis_2020_a,test,-1
1116,CAD,MetaCardis_2020_a,train,-1
1117,CAD,MetaCardis_2020_a,train,-1
1118,CAD,MetaCardis_2020_a,train,-1
1119,CAD,MetaCardis_2020_a,val,-1
1120,CAD,MetaCardis_2020_a,train,-1
1121,CAD,MetaCardis_2020_a,train,-1
1122,CAD,MetaCardis_2020_a,val,-1
1123,CAD,MetaCardis_2020_a,train,-1
1124,CAD,MetaCardis_2020_a,train,-1
1125,CAD,MetaCardis_2020_a,train,-1
1126,CAD,MetaCardis_2020_a,train,-1
1127,CAD,MetaCardis_2020_a,train,-1
1128,CAD,MetaCardis_2020_a,train,-1
1129,CAD,MetaCardis_2020_a,test,-1
1130,CAD,MetaCardis_2020_a,train,-1
1131,CAD,MetaCardis_2020_a,train,-1
1132,CAD,MetaCardis_2020_a,test,-1
1133,CAD,MetaCardis_2020_a,train,-1
1134,CAD,MetaCardis_2020_a,train,-1
1135,T2D,MetaCardis_2020_a,train,14
1136,T2D,MetaCardis_2020_a,val,-1
1137,T2D,MetaCardis_2020_a,train,14
1138,T2D,MetaCardis_2020_a,train,14
1139,T2D,MetaCardis_2020_a,train,14
1140,MS,MetaCardis_2020_a,train,-1
1141,T2D,MetaCardis_2020_a,train,14
1142,MS,MetaCardis_2020_a,train,-1
1143,T2D,MetaCardis_2020_a,train,14
1144,T2D,MetaCardis_2020_a,train,14
1145,T2D,MetaCardis_2020_a,train,14
1146,MS,MetaCardis_2020_a,test,-1
1147,T2D,MetaCardis_2020_a,train,14
1148,MS,MetaCardis_2020_a,train,-1
1149,T2D,MetaCardis_2020_a,train,14
1150,T2D,MetaCardis_2020_a,train,14
1151,MS,MetaCardis_2020_a,train,-1
1152,T2D,MetaCardis_2020_a,train,14
1153,CAD,MetaCardis_2020_a,test,-1
1154,T2D,MetaCardis_2020_a,train,14
1155,MS,MetaCardis_2020_a,train,-1
1156,T2D,MetaCardis_2020_a,train,14
1157,CAD,MetaCardis_2020_a,train,-1
1158,T2D,MetaCardis_2020_a,val,-1
1159,T2D,MetaCardis_2020_a,train,14
1160,T2D,MetaCardis_2020_a,train,14
1161,T2D,MetaCardis_2020_a,train,14
1162,T2D,MetaCardis_2020_a,train,14
1163,T2D,MetaCardis_2020_a,train,14
1164,T2D,MetaCardis_2020_a,train,14
1165,T2D,MetaCardis_2020_a,train,14
1166,T2D,MetaCardis_2020_a,train,14
1167,T2D,MetaCardis_2020_a,train,14
1168,T2D,MetaCardis_2020_a,train,14
1169,T2D,MetaCardis_2020_a,train,14
1170,T2D,MetaCardis_2020_a,val,-1
1171,T2D,MetaCardis_2020_a,val,-1
1172,T2D,MetaCardis_2020_a,train,14
1173,T2D,MetaCardis_2020_a,val,-1
1174,T2D,MetaCardis_2020_a,train,14
1175,T2D,MetaCardis_2020_a,train,14
1176,T2D,MetaCardis_2020_a,train,14
1177,T2D,MetaCardis_2020_a,train,14
1178,IGT,MetaCardis_2020_a,train,14
1179,IGT,MetaCardis_2020_a,train,14
1180,T2D,MetaCardis_2020_a,train,14
1181,T2D,MetaCardis_2020_a,train,14
1182,IGT,MetaCardis_2020_a,train,14
1183,IGT,MetaCardis_2020_a,val,-1
1184,IGT,MetaCardis_2020_a,train,14
1185,IGT,MetaCardis_2020_a,train,14
1186,IGT,MetaCardis_2020_a,train,14
1187,IGT,MetaCardis_2020_a,train,14
1188,IGT,MetaCardis_2020_a,train,14
1189,IGT,MetaCardis_2020_a,train,14
1190,MS,MetaCardis_2020_a,train,-1
1191,IGT,MetaCardis_2020_a,train,14
1192,IGT,MetaCardis_2020_a,train,14
1193,IGT,MetaCardis_2020_a,train,14
1194,IGT,MetaCardis_2020_a,train,14
1195,IGT,MetaCardis_2020_a,train,14
1196,IGT,MetaCardis_2020_a,train,14
1197,IGT,MetaCardis_2020_a,train,14
1198,IGT,MetaCardis_2020_a,val,-1
1199,IGT,MetaCardis_2020_a,train,14
1200,IGT,MetaCardis_2020_a,train,14
1201,IGT,MetaCardis_2020_a,train,14
1202,IGT,MetaCardis_2020_a,train,14
1203,IGT,MetaCardis_2020_a,val,-1
1204,IGT,MetaCardis_2020_a,train,14
1205,IGT,MetaCardis_2020_a,train,14
1206,MS,MetaCardis_2020_a,train,-1
1207,MS,MetaCardis_2020_a,train,-1
1208,MS,MetaCardis_2020_a,train,-1
1209,MS,MetaCardis_2020_a,train,-1
1210,IGT,MetaCardis_2020_a,val,-1
1211,MS,MetaCardis_2020_a,train,-1
1212,MS,MetaCardis_2020_a,train,-1
1213,T2D,MetaCardis_2020_a,train,14
1214,T2D,MetaCardis_2020_a,train,14
1215,MS,MetaCardis_2020_a,val,-1
1216,MS,MetaCardis_2020_a,train,-1
1217,T2D,MetaCardis_2020_a,train,14
1218,T2D,MetaCardis_2020_a,train,14
1219,MS,MetaCardis_2020_a,val,-1
1220,T2D,MetaCardis_2020_a,train,14
1221,MS,MetaCardis_2020_a,train,-1
1222,T2D,MetaCardis_2020_a,train,14
1223,T2D,MetaCardis_2020_a,train,14
1224,MS,MetaCardis_2020_a,test,-1
1225,MS,MetaCardis_2020_a,train,-1
1226,T2D,MetaCardis_2020_a,val,-1
1227,T2D,MetaCardis_2020_a,train,14
1228,MS,MetaCardis_2020_a,train,-1
1229,T2D,MetaCardis_2020_a,train,14
1230,T2D,MetaCardis_2020_a,train,14
1231,T2D,MetaCardis_2020_a,train,14
1232,MS,MetaCardis_2020_a,test,-1
1233,T2D,MetaCardis_2020_a,train,14
1234,MS,MetaCardis_2020_a,test,-1
1235,T2D,MetaCardis_2020_a,train,14
1236,T2D,MetaCardis_2020_a,train,14
1237,T2D,MetaCardis_2020_a,train,14
1238,MS,MetaCardis_2020_a,train,-1
1239,MS,MetaCardis_2020_a,train,-1
1240,MS,MetaCardis_2020_a,train,-1
1241,T2D,MetaCardis_2020_a,val,-1
1242,T2D,MetaCardis_2020_a,train,14
1243,MS,MetaCardis_2020_a,train,-1
1244,T2D,MetaCardis_2020_a,train,14
1245,MS,MetaCardis_2020_a,train,-1
1246,T2D,MetaCardis_2020_a,train,14
1247,T2D,MetaCardis_2020_a,val,-1
1248,MS,MetaCardis_2020_a,train,-1
1249,T2D,MetaCardis_2020_a,train,14
1250,T2D,MetaCardis_2020_a,train,14
1251,T2D,MetaCardis_2020_a,train,14
1252,T2D,MetaCardis_2020_a,train,14
1253,T2D,MetaCardis_2020_a,train,14
1254,MS,MetaCardis_2020_a,train,-1
1255,MS,MetaCardis_2020_a,train,-1
1256,MS,MetaCardis_2020_a,train,-1
1257,T2D,MetaCardis_2020_a,train,14
1258,T2D,MetaCardis_2020_a,train,14
1259,T2D,MetaCardis_2020_a,train,14
1260,T2D,MetaCardis_2020_a,train,14
1261,T2D,MetaCardis_2020_a,train,14
1262,T2D,MetaCardis_2020_a,train,14
1263,MS,MetaCardis_2020_a,train,-1
1264,T2D,MetaCardis_2020_a,train,14
1265,MS,MetaCardis_2020_a,test,-1
1266,T2D,MetaCardis_2020_a,val,-1
1267,MS,MetaCardis_2020_a,train,-1
1268,T2D,MetaCardis_2020_a,train,14
1269,MS,MetaCardis_2020_a,test,-1
1270,MS,MetaCardis_2020_a,train,-1
1271,T2D,MetaCardis_2020_a,train,14
1272,MS,MetaCardis_2020_a,train,-1
1273,T2D,MetaCardis_2020_a,val,-1
1274,MS,MetaCardis_2020_a,train,-1
1275,MS,MetaCardis_2020_a,train,-1
1276,MS,MetaCardis_2020_a,train,-1
1277,T2D,MetaCardis_2020_a,train,14
1278,MS,MetaCardis_2020_a,train,-1
1279,MS,MetaCardis_2020_a,val,-1
1280,T2D,MetaCardis_2020_a,train,14
